2023-09-30 15:33:02,926 INFO    StreamThr :11651 [internal.py:wandb_internal():86] W&B internal server running at pid: 11651, started at: 2023-09-30 15:33:02.925188
2023-09-30 15:33:02,927 DEBUG   HandlerThread:11651 [handler.py:handle_request():144] handle_request: status
2023-09-30 15:33:02,930 INFO    WriterThread:11651 [datastore.py:open_for_write():85] open: /Users/leo/Programming/PLR/wandb/run-20230930_153302-pydzdr1i/run-pydzdr1i.wandb
2023-09-30 15:33:02,930 DEBUG   SenderThread:11651 [sender.py:send():379] send: header
2023-09-30 15:33:02,956 DEBUG   SenderThread:11651 [sender.py:send():379] send: run
2023-09-30 15:33:03,318 INFO    SenderThread:11651 [dir_watcher.py:__init__():211] watching files in: /Users/leo/Programming/PLR/wandb/run-20230930_153302-pydzdr1i/files
2023-09-30 15:33:03,318 INFO    SenderThread:11651 [sender.py:_start_run_threads():1121] run started: pydzdr1i with start time 1696084382.925511
2023-09-30 15:33:03,331 DEBUG   HandlerThread:11651 [handler.py:handle_request():144] handle_request: check_version
2023-09-30 15:33:03,331 DEBUG   SenderThread:11651 [sender.py:send_request():406] send_request: check_version
2023-09-30 15:33:03,444 DEBUG   HandlerThread:11651 [handler.py:handle_request():144] handle_request: run_start
2023-09-30 15:33:03,457 DEBUG   HandlerThread:11651 [system_info.py:__init__():32] System info init
2023-09-30 15:33:03,457 DEBUG   HandlerThread:11651 [system_info.py:__init__():47] System info init done
2023-09-30 15:33:03,457 INFO    HandlerThread:11651 [system_monitor.py:start():181] Starting system monitor
2023-09-30 15:33:03,458 INFO    SystemMonitor:11651 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-09-30 15:33:03,459 INFO    HandlerThread:11651 [system_monitor.py:probe():201] Collecting system info
2023-09-30 15:33:03,459 INFO    SystemMonitor:11651 [interfaces.py:start():190] Started cpu monitoring
2023-09-30 15:33:03,461 DEBUG   HandlerThread:11651 [system_info.py:probe():196] Probing system
2023-09-30 15:33:03,461 INFO    SystemMonitor:11651 [interfaces.py:start():190] Started disk monitoring
2023-09-30 15:33:03,463 INFO    SystemMonitor:11651 [interfaces.py:start():190] Started gpuapple monitoring
2023-09-30 15:33:03,465 INFO    SystemMonitor:11651 [interfaces.py:start():190] Started memory monitoring
2023-09-30 15:33:03,465 INFO    SystemMonitor:11651 [interfaces.py:start():190] Started network monitoring
2023-09-30 15:33:03,469 DEBUG   HandlerThread:11651 [system_info.py:_probe_git():181] Probing git
2023-09-30 15:33:03,482 DEBUG   HandlerThread:11651 [system_info.py:_probe_git():189] Probing git done
2023-09-30 15:33:03,482 DEBUG   HandlerThread:11651 [system_info.py:probe():244] Probing system done
2023-09-30 15:33:03,482 DEBUG   HandlerThread:11651 [system_monitor.py:probe():210] {'os': 'macOS-14.0-arm64-arm-64bit', 'python': '3.11.4', 'heartbeatAt': '2023-09-30T14:33:03.461077', 'startedAt': '2023-09-30T14:33:02.916951', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/leo/Programming/PLR/Leo/gen_algo_opt_folder/genetic_algorithm.py', 'codePathLocal': 'Leo/gen_algo_opt_folder/genetic_algorithm.py', 'codePath': 'Leo/gen_algo_opt_folder/genetic_algorithm.py', 'git': {'remote': 'https://github.com/leothesouthafrican/PLR.git', 'commit': '7589be778cebd92f972ede671c501681bad7604d'}, 'email': '38779415+leothesouthafrican@users.noreply.github.com', 'root': '/Users/leo/Programming/PLR', 'host': 'Leos-MacBook-Pro.local', 'username': 'leo', 'executable': '/Users/leo/Programming/PLR/Leo/env/bin/python3', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'/': {'total': 855.9619140625, 'used': 12.108589172363281}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 32.0}}
2023-09-30 15:33:03,482 INFO    HandlerThread:11651 [system_monitor.py:probe():211] Finished collecting system info
2023-09-30 15:33:03,482 INFO    HandlerThread:11651 [system_monitor.py:probe():214] Publishing system info
2023-09-30 15:33:03,482 DEBUG   HandlerThread:11651 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-09-30 15:33:03,482 DEBUG   HandlerThread:11651 [system_info.py:_save_pip():68] Saving pip packages done
2023-09-30 15:33:03,483 INFO    HandlerThread:11651 [system_monitor.py:probe():216] Finished publishing system info
2023-09-30 15:33:03,484 DEBUG   SenderThread:11651 [sender.py:send():379] send: files
2023-09-30 15:33:03,484 INFO    SenderThread:11651 [sender.py:_save_file():1375] saving file wandb-metadata.json with policy now
2023-09-30 15:33:03,487 DEBUG   SenderThread:11651 [sender.py:send():379] send: telemetry
2023-09-30 15:33:03,488 DEBUG   HandlerThread:11651 [handler.py:handle_request():144] handle_request: stop_status
2023-09-30 15:33:03,488 DEBUG   HandlerThread:11651 [handler.py:handle_request():144] handle_request: internal_messages
2023-09-30 15:33:03,488 DEBUG   SenderThread:11651 [sender.py:send_request():406] send_request: stop_status
2023-09-30 15:33:04,066 INFO    wandb-upload_0:11651 [upload_job.py:push():131] Uploaded file /var/folders/dt/bgs1hq3d2k3dvhpt3llvs4rw0000gn/T/tmpi8_2yyw0wandb/5hr85ebb-wandb-metadata.json
2023-09-30 15:33:04,324 INFO    Thread-12 :11651 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/leo/Programming/PLR/wandb/run-20230930_153302-pydzdr1i/files/requirements.txt
2023-09-30 15:33:04,325 INFO    Thread-12 :11651 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/leo/Programming/PLR/wandb/run-20230930_153302-pydzdr1i/files/output.log
2023-09-30 15:33:04,325 INFO    Thread-12 :11651 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/leo/Programming/PLR/wandb/run-20230930_153302-pydzdr1i/files/wandb-metadata.json
2023-09-30 15:33:06,333 INFO    Thread-12 :11651 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/leo/Programming/PLR/wandb/run-20230930_153302-pydzdr1i/files/output.log
2023-09-30 15:33:07,949 DEBUG   HandlerThread:11651 [handler.py:handle_request():144] handle_request: status_report
2023-09-30 15:33:08,357 INFO    Thread-12 :11651 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/leo/Programming/PLR/wandb/run-20230930_153302-pydzdr1i/files/output.log
2023-09-30 15:33:10,354 INFO    Thread-12 :11651 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/leo/Programming/PLR/wandb/run-20230930_153302-pydzdr1i/files/output.log
2023-09-30 15:33:12,362 INFO    Thread-12 :11651 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/leo/Programming/PLR/wandb/run-20230930_153302-pydzdr1i/files/output.log
2023-09-30 15:33:13,099 DEBUG   HandlerThread:11651 [handler.py:handle_request():144] handle_request: status_report
2023-09-30 15:33:14,181 DEBUG   SenderThread:11651 [sender.py:send():379] send: exit
2023-09-30 15:33:14,181 INFO    SenderThread:11651 [sender.py:send_exit():584] handling exit code: 255
2023-09-30 15:33:14,181 INFO    SenderThread:11651 [sender.py:send_exit():586] handling runtime: 10
2023-09-30 15:33:14,181 INFO    SenderThread:11651 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2023-09-30 15:33:14,181 INFO    SenderThread:11651 [sender.py:send_exit():592] send defer
2023-09-30 15:33:14,181 DEBUG   HandlerThread:11651 [handler.py:handle_request():144] handle_request: defer
2023-09-30 15:33:14,181 INFO    HandlerThread:11651 [handler.py:handle_request_defer():170] handle defer: 0
2023-09-30 15:33:14,181 DEBUG   SenderThread:11651 [sender.py:send_request():406] send_request: defer
2023-09-30 15:33:14,181 INFO    SenderThread:11651 [sender.py:send_request_defer():608] handle sender defer: 0
2023-09-30 15:33:14,181 INFO    SenderThread:11651 [sender.py:transition_state():612] send defer: 1
2023-09-30 15:33:14,181 DEBUG   HandlerThread:11651 [handler.py:handle_request():144] handle_request: defer
2023-09-30 15:33:14,181 INFO    HandlerThread:11651 [handler.py:handle_request_defer():170] handle defer: 1
2023-09-30 15:33:14,182 DEBUG   SenderThread:11651 [sender.py:send_request():406] send_request: defer
2023-09-30 15:33:14,182 INFO    SenderThread:11651 [sender.py:send_request_defer():608] handle sender defer: 1
2023-09-30 15:33:14,182 INFO    SenderThread:11651 [sender.py:transition_state():612] send defer: 2
2023-09-30 15:33:14,182 DEBUG   HandlerThread:11651 [handler.py:handle_request():144] handle_request: defer
2023-09-30 15:33:14,182 INFO    HandlerThread:11651 [handler.py:handle_request_defer():170] handle defer: 2
2023-09-30 15:33:14,182 INFO    HandlerThread:11651 [system_monitor.py:finish():190] Stopping system monitor
2023-09-30 15:33:14,182 DEBUG   SystemMonitor:11651 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-09-30 15:33:14,182 DEBUG   SystemMonitor:11651 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-09-30 15:33:14,182 DEBUG   SystemMonitor:11651 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-09-30 15:33:14,182 INFO    HandlerThread:11651 [interfaces.py:finish():202] Joined cpu monitor
2023-09-30 15:33:14,182 INFO    HandlerThread:11651 [interfaces.py:finish():202] Joined disk monitor
2023-09-30 15:33:14,282 INFO    HandlerThread:11651 [interfaces.py:finish():202] Joined gpuapple monitor
2023-09-30 15:33:14,282 INFO    HandlerThread:11651 [interfaces.py:finish():202] Joined memory monitor
2023-09-30 15:33:14,282 INFO    HandlerThread:11651 [interfaces.py:finish():202] Joined network monitor
2023-09-30 15:33:14,282 DEBUG   SenderThread:11651 [sender.py:send_request():406] send_request: defer
2023-09-30 15:33:14,282 INFO    SenderThread:11651 [sender.py:send_request_defer():608] handle sender defer: 2
2023-09-30 15:33:14,282 INFO    SenderThread:11651 [sender.py:transition_state():612] send defer: 3
2023-09-30 15:33:14,282 DEBUG   SenderThread:11651 [sender.py:send():379] send: telemetry
2023-09-30 15:33:14,282 DEBUG   SenderThread:11651 [sender.py:send():379] send: stats
2023-09-30 15:33:14,282 DEBUG   HandlerThread:11651 [handler.py:handle_request():144] handle_request: defer
2023-09-30 15:33:14,282 INFO    HandlerThread:11651 [handler.py:handle_request_defer():170] handle defer: 3
2023-09-30 15:33:14,283 DEBUG   SenderThread:11651 [sender.py:send_request():406] send_request: defer
2023-09-30 15:33:14,283 INFO    SenderThread:11651 [sender.py:send_request_defer():608] handle sender defer: 3
2023-09-30 15:33:14,283 INFO    SenderThread:11651 [sender.py:transition_state():612] send defer: 4
2023-09-30 15:33:14,283 DEBUG   HandlerThread:11651 [handler.py:handle_request():144] handle_request: defer
2023-09-30 15:33:14,283 INFO    HandlerThread:11651 [handler.py:handle_request_defer():170] handle defer: 4
2023-09-30 15:33:14,283 DEBUG   SenderThread:11651 [sender.py:send_request():406] send_request: defer
2023-09-30 15:33:14,283 INFO    SenderThread:11651 [sender.py:send_request_defer():608] handle sender defer: 4
2023-09-30 15:33:14,283 INFO    SenderThread:11651 [sender.py:transition_state():612] send defer: 5
2023-09-30 15:33:14,283 DEBUG   HandlerThread:11651 [handler.py:handle_request():144] handle_request: defer
2023-09-30 15:33:14,283 INFO    HandlerThread:11651 [handler.py:handle_request_defer():170] handle defer: 5
2023-09-30 15:33:14,283 DEBUG   SenderThread:11651 [sender.py:send():379] send: summary
2023-09-30 15:33:14,283 INFO    SenderThread:11651 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2023-09-30 15:33:14,283 DEBUG   SenderThread:11651 [sender.py:send_request():406] send_request: defer
2023-09-30 15:33:14,283 INFO    SenderThread:11651 [sender.py:send_request_defer():608] handle sender defer: 5
2023-09-30 15:33:14,283 INFO    SenderThread:11651 [sender.py:transition_state():612] send defer: 6
2023-09-30 15:33:14,283 DEBUG   HandlerThread:11651 [handler.py:handle_request():144] handle_request: defer
2023-09-30 15:33:14,283 INFO    HandlerThread:11651 [handler.py:handle_request_defer():170] handle defer: 6
2023-09-30 15:33:14,283 DEBUG   SenderThread:11651 [sender.py:send_request():406] send_request: defer
