2023-09-30 15:36:53,139 INFO    StreamThr :11859 [internal.py:wandb_internal():86] W&B internal server running at pid: 11859, started at: 2023-09-30 15:36:53.138617
2023-09-30 15:36:53,140 DEBUG   HandlerThread:11859 [handler.py:handle_request():144] handle_request: status
2023-09-30 15:36:53,145 INFO    WriterThread:11859 [datastore.py:open_for_write():85] open: /Users/leo/Programming/PLR/wandb/run-20230930_153653-quvfe830/run-quvfe830.wandb
2023-09-30 15:36:53,145 DEBUG   SenderThread:11859 [sender.py:send():379] send: header
2023-09-30 15:36:53,175 DEBUG   SenderThread:11859 [sender.py:send():379] send: run
2023-09-30 15:36:53,536 INFO    SenderThread:11859 [dir_watcher.py:__init__():211] watching files in: /Users/leo/Programming/PLR/wandb/run-20230930_153653-quvfe830/files
2023-09-30 15:36:53,536 INFO    SenderThread:11859 [sender.py:_start_run_threads():1121] run started: quvfe830 with start time 1696084613.14078
2023-09-30 15:36:53,549 DEBUG   HandlerThread:11859 [handler.py:handle_request():144] handle_request: check_version
2023-09-30 15:36:53,549 DEBUG   SenderThread:11859 [sender.py:send_request():406] send_request: check_version
2023-09-30 15:36:53,615 DEBUG   HandlerThread:11859 [handler.py:handle_request():144] handle_request: run_start
2023-09-30 15:36:53,627 DEBUG   HandlerThread:11859 [system_info.py:__init__():32] System info init
2023-09-30 15:36:53,627 DEBUG   HandlerThread:11859 [system_info.py:__init__():47] System info init done
2023-09-30 15:36:53,627 INFO    HandlerThread:11859 [system_monitor.py:start():181] Starting system monitor
2023-09-30 15:36:53,627 INFO    SystemMonitor:11859 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-09-30 15:36:53,627 INFO    HandlerThread:11859 [system_monitor.py:probe():201] Collecting system info
2023-09-30 15:36:53,628 INFO    SystemMonitor:11859 [interfaces.py:start():190] Started cpu monitoring
2023-09-30 15:36:53,628 INFO    SystemMonitor:11859 [interfaces.py:start():190] Started disk monitoring
2023-09-30 15:36:53,633 DEBUG   HandlerThread:11859 [system_info.py:probe():196] Probing system
2023-09-30 15:36:53,633 INFO    SystemMonitor:11859 [interfaces.py:start():190] Started gpuapple monitoring
2023-09-30 15:36:53,634 INFO    SystemMonitor:11859 [interfaces.py:start():190] Started memory monitoring
2023-09-30 15:36:53,635 INFO    SystemMonitor:11859 [interfaces.py:start():190] Started network monitoring
2023-09-30 15:36:53,638 DEBUG   HandlerThread:11859 [system_info.py:_probe_git():181] Probing git
2023-09-30 15:36:53,651 DEBUG   HandlerThread:11859 [system_info.py:_probe_git():189] Probing git done
2023-09-30 15:36:53,651 DEBUG   HandlerThread:11859 [system_info.py:probe():244] Probing system done
2023-09-30 15:36:53,651 DEBUG   HandlerThread:11859 [system_monitor.py:probe():210] {'os': 'macOS-14.0-arm64-arm-64bit', 'python': '3.11.4', 'heartbeatAt': '2023-09-30T14:36:53.633683', 'startedAt': '2023-09-30T14:36:53.131481', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/leo/Programming/PLR/Leo/gen_algo_opt_folder/genetic_algorithm.py', 'codePathLocal': 'Leo/gen_algo_opt_folder/genetic_algorithm.py', 'codePath': 'Leo/gen_algo_opt_folder/genetic_algorithm.py', 'git': {'remote': 'https://github.com/leothesouthafrican/PLR.git', 'commit': '7589be778cebd92f972ede671c501681bad7604d'}, 'email': '38779415+leothesouthafrican@users.noreply.github.com', 'root': '/Users/leo/Programming/PLR', 'host': 'Leos-MacBook-Pro.local', 'username': 'leo', 'executable': '/Users/leo/Programming/PLR/Leo/env/bin/python3', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'/': {'total': 855.9619140625, 'used': 12.108589172363281}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 32.0}}
2023-09-30 15:36:53,651 INFO    HandlerThread:11859 [system_monitor.py:probe():211] Finished collecting system info
2023-09-30 15:36:53,651 INFO    HandlerThread:11859 [system_monitor.py:probe():214] Publishing system info
2023-09-30 15:36:53,651 DEBUG   HandlerThread:11859 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-09-30 15:36:53,651 DEBUG   HandlerThread:11859 [system_info.py:_save_pip():68] Saving pip packages done
2023-09-30 15:36:53,652 INFO    HandlerThread:11859 [system_monitor.py:probe():216] Finished publishing system info
2023-09-30 15:36:53,654 DEBUG   SenderThread:11859 [sender.py:send():379] send: files
2023-09-30 15:36:53,654 INFO    SenderThread:11859 [sender.py:_save_file():1375] saving file wandb-metadata.json with policy now
2023-09-30 15:36:53,657 DEBUG   HandlerThread:11859 [handler.py:handle_request():144] handle_request: stop_status
2023-09-30 15:36:53,657 DEBUG   SenderThread:11859 [sender.py:send():379] send: telemetry
2023-09-30 15:36:53,657 DEBUG   HandlerThread:11859 [handler.py:handle_request():144] handle_request: internal_messages
2023-09-30 15:36:53,658 DEBUG   SenderThread:11859 [sender.py:send_request():406] send_request: stop_status
2023-09-30 15:36:54,260 INFO    wandb-upload_0:11859 [upload_job.py:push():131] Uploaded file /var/folders/dt/bgs1hq3d2k3dvhpt3llvs4rw0000gn/T/tmplwimlg36wandb/szt4xm18-wandb-metadata.json
2023-09-30 15:36:54,539 INFO    Thread-12 :11859 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/leo/Programming/PLR/wandb/run-20230930_153653-quvfe830/files/output.log
2023-09-30 15:36:54,539 INFO    Thread-12 :11859 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/leo/Programming/PLR/wandb/run-20230930_153653-quvfe830/files/wandb-metadata.json
