2023-09-30 10:45:32,915 INFO    StreamThr :3832 [internal.py:wandb_internal():86] W&B internal server running at pid: 3832, started at: 2023-09-30 10:45:32.914514
2023-09-30 10:45:32,916 DEBUG   HandlerThread:3832 [handler.py:handle_request():144] handle_request: status
2023-09-30 10:45:32,920 INFO    WriterThread:3832 [datastore.py:open_for_write():85] open: /Users/leo/Programming/PLR/wandb/run-20230930_104532-h4smf5ny/run-h4smf5ny.wandb
2023-09-30 10:45:32,920 DEBUG   SenderThread:3832 [sender.py:send():379] send: header
2023-09-30 10:45:32,950 DEBUG   SenderThread:3832 [sender.py:send():379] send: run
2023-09-30 10:45:33,306 INFO    SenderThread:3832 [dir_watcher.py:__init__():211] watching files in: /Users/leo/Programming/PLR/wandb/run-20230930_104532-h4smf5ny/files
2023-09-30 10:45:33,307 INFO    SenderThread:3832 [sender.py:_start_run_threads():1121] run started: h4smf5ny with start time 1696067132.914874
2023-09-30 10:45:33,317 DEBUG   HandlerThread:3832 [handler.py:handle_request():144] handle_request: check_version
2023-09-30 10:45:33,317 DEBUG   SenderThread:3832 [sender.py:send_request():406] send_request: check_version
2023-09-30 10:45:33,378 DEBUG   HandlerThread:3832 [handler.py:handle_request():144] handle_request: run_start
2023-09-30 10:45:33,383 DEBUG   HandlerThread:3832 [system_info.py:__init__():32] System info init
2023-09-30 10:45:33,384 DEBUG   HandlerThread:3832 [system_info.py:__init__():47] System info init done
2023-09-30 10:45:33,384 INFO    HandlerThread:3832 [system_monitor.py:start():181] Starting system monitor
2023-09-30 10:45:33,384 INFO    SystemMonitor:3832 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-09-30 10:45:33,384 INFO    HandlerThread:3832 [system_monitor.py:probe():201] Collecting system info
2023-09-30 10:45:33,384 INFO    SystemMonitor:3832 [interfaces.py:start():190] Started cpu monitoring
2023-09-30 10:45:33,384 DEBUG   HandlerThread:3832 [system_info.py:probe():196] Probing system
2023-09-30 10:45:33,386 INFO    SystemMonitor:3832 [interfaces.py:start():190] Started disk monitoring
2023-09-30 10:45:33,387 INFO    SystemMonitor:3832 [interfaces.py:start():190] Started gpuapple monitoring
2023-09-30 10:45:33,388 INFO    SystemMonitor:3832 [interfaces.py:start():190] Started memory monitoring
2023-09-30 10:45:33,389 INFO    SystemMonitor:3832 [interfaces.py:start():190] Started network monitoring
2023-09-30 10:45:33,391 DEBUG   HandlerThread:3832 [system_info.py:_probe_git():181] Probing git
2023-09-30 10:45:33,404 DEBUG   HandlerThread:3832 [system_info.py:_probe_git():189] Probing git done
2023-09-30 10:45:33,404 DEBUG   HandlerThread:3832 [system_info.py:probe():244] Probing system done
2023-09-30 10:45:33,404 DEBUG   HandlerThread:3832 [system_monitor.py:probe():210] {'os': 'macOS-14.0-arm64-arm-64bit', 'python': '3.11.4', 'heartbeatAt': '2023-09-30T09:45:33.386068', 'startedAt': '2023-09-30T09:45:32.907579', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/leo/Programming/PLR/Leo/gen_algo_opt_folder/genetic_algorithm.py', 'codePathLocal': 'Leo/gen_algo_opt_folder/genetic_algorithm.py', 'codePath': 'Leo/gen_algo_opt_folder/genetic_algorithm.py', 'git': {'remote': 'https://github.com/leothesouthafrican/PLR.git', 'commit': '3c4bc8fa5eca0be4917e840ecc96fad2e160f81b'}, 'email': '38779415+leothesouthafrican@users.noreply.github.com', 'root': '/Users/leo/Programming/PLR', 'host': 'Leos-MacBook-Pro.local', 'username': 'leo', 'executable': '/Users/leo/Programming/PLR/Leo/env/bin/python3.11', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'/': {'total': 855.9619140625, 'used': 12.108589172363281}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 32.0}}
2023-09-30 10:45:33,404 INFO    HandlerThread:3832 [system_monitor.py:probe():211] Finished collecting system info
2023-09-30 10:45:33,404 INFO    HandlerThread:3832 [system_monitor.py:probe():214] Publishing system info
2023-09-30 10:45:33,404 DEBUG   HandlerThread:3832 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-09-30 10:45:33,405 DEBUG   HandlerThread:3832 [system_info.py:_save_pip():68] Saving pip packages done
2023-09-30 10:45:33,405 INFO    HandlerThread:3832 [system_monitor.py:probe():216] Finished publishing system info
2023-09-30 10:45:33,406 DEBUG   SenderThread:3832 [sender.py:send():379] send: files
2023-09-30 10:45:33,406 INFO    SenderThread:3832 [sender.py:_save_file():1375] saving file wandb-metadata.json with policy now
2023-09-30 10:45:33,408 DEBUG   HandlerThread:3832 [handler.py:handle_request():144] handle_request: stop_status
2023-09-30 10:45:33,409 DEBUG   SenderThread:3832 [sender.py:send_request():406] send_request: stop_status
2023-09-30 10:45:33,410 DEBUG   HandlerThread:3832 [handler.py:handle_request():144] handle_request: internal_messages
2023-09-30 10:45:33,647 DEBUG   SenderThread:3832 [sender.py:send():379] send: telemetry
2023-09-30 10:45:34,051 INFO    wandb-upload_0:3832 [upload_job.py:push():131] Uploaded file /var/folders/dt/bgs1hq3d2k3dvhpt3llvs4rw0000gn/T/tmpu80qlukwwandb/37475ap9-wandb-metadata.json
2023-09-30 10:45:34,310 INFO    Thread-12 :3832 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/leo/Programming/PLR/wandb/run-20230930_104532-h4smf5ny/files/requirements.txt
2023-09-30 10:45:34,311 INFO    Thread-12 :3832 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/leo/Programming/PLR/wandb/run-20230930_104532-h4smf5ny/files/wandb-metadata.json
2023-09-30 10:45:34,311 INFO    Thread-12 :3832 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/leo/Programming/PLR/wandb/run-20230930_104532-h4smf5ny/files/output.log
2023-09-30 10:45:36,319 INFO    Thread-12 :3832 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/leo/Programming/PLR/wandb/run-20230930_104532-h4smf5ny/files/output.log
2023-09-30 10:45:38,680 DEBUG   HandlerThread:3832 [handler.py:handle_request():144] handle_request: status_report
2023-09-30 10:45:43,702 DEBUG   HandlerThread:3832 [handler.py:handle_request():144] handle_request: status_report
2023-09-30 10:45:48,413 DEBUG   HandlerThread:3832 [handler.py:handle_request():144] handle_request: stop_status
2023-09-30 10:45:48,414 DEBUG   HandlerThread:3832 [handler.py:handle_request():144] handle_request: internal_messages
